Another	Another	j-jn	Another	another	0
Hispaniola	Hispaniola	np1	Hispaniola	Hispaniola	0
with	with	p-acp	with	with	0
three	three	crd	three	three	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
.	.	.	.	.	1
